,X,swadesh.english,swadesh.language,swadesh.handshape,swadesh.twohands,swadesh.handpart,swadesh.poa,swadesh.bodypart,swadesh.pmv,swadesh.mmv,swadesh.mmvrepeated,swadesh.dmvhandshape,swadesh.dmvorientation,swadesh.compound,swadesh.shape,swadesh.domhand,swadesh.ndhandshape,swadesh.chandshape,swadesh.twohandsC,swadesh.poac,swadesh.bodypartc,swadesh.pmvc,swadesh.mmvc,swadesh.mmvcrepeated,swadesh.dmvchandshape,swadesh.dmvcorientation,HScollapsed,poabodypartmerge
484,484,wood,Spanish,E,false,ulnar_side,NA,Hand,Z_front,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Hand
485,485,work,Spanish,S,false,ulnar_side,NA,Hand,Y_down,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n0,Hand
486,486,worm,Spanish,1,false,finger_fronts,Horizontal,NA,Z_front,straight,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Horizontal
487,487,year,Spanish,S,false,heel,Vertical,NA,X_left,circular,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n0,Vertical
488,488,yellow,Spanish,L_nb,false,ulnar_side,NA,Head,UNDEF,UNDEF,true,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
489,489,animal,Portuguese,E,false,radial_side,NA,Head,UNDEF,UNDEF,true,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
490,490,bad,Portuguese,1_nb,false,ulnar_side,Horizontal,NA,Y_down,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Horizontal
491,491,because,Portuguese,E_b,false,tip,NA,Head,Z_back,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
492,492,bird,Portuguese,L,false,back_of_palm,NA,Head,UNDEF,UNDEF,true,true,false,true,UNDEF,right,UNDEF,E,true,Horizontal,UNDEF,Y_down,straight,true,false,true,y1,Head
493,493,black,Portuguese,M_enb,false,tip,NA,Head,Z_back,straight,false,false,false,true,UNDEF,right,UNDEF,E,false,UNDEF,forehead,UNDEF,UNDEF,false,false,true,n1,Head
494,494,blood,Portuguese,M_eb,false,tip,NA,Head,Y_down,straight,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
495,495,boring,Portuguese,5,false,palm,NA,Head,UNDEF,UNDEF,true,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
496,496,brother,Portuguese,1,false,radial_side,Lateral,NA,X_left,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Lateral
497,497,bug,Portuguese,5,false,ulnar_side,NA,Hand,Y_down,arc,false,true,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Hand
498,498,cat,Portuguese,5_nb,false,tip,NA,Hand,X_right,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Hand
499,499,child,Portuguese,E_b,false,tip,Lateral,NA,UNDEF,UNDEF,false,false,true,true,UNDEF,right,UNDEF,E,false,Horizontal,UNDEF,Y_down,straight,true,false,false,y4,Lateral
500,500,correct,Portuguese,A,false,ulnar_side,Vertical,NA,UNDEF,UNDEF,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y0,Vertical
501,501,count,Portuguese,5_b,true,tip,Vertical,NA,Z_back,straight,false,true,false,false,UNDEF,right,5_b,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Vertical
502,502,day,Portuguese,E,false,palm,NA,Torso,Y_up,arc,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Torso
503,503,die,Portuguese,E,true,back_of_palm,Vertical,NA,X_left,straight,false,false,false,false,UNDEF,right,E,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Vertical
504,504,dirty,Portuguese,B,false,radial_side,NA,Head,Z_front,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Head
505,505,dog,Portuguese,E_b,false,radial_side,NA,Head,UNDEF,UNDEF,true,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
506,506,dry,Portuguese,S,true,ulnar_side,Horizontal,NA,Y_down,straight,false,false,false,false,UNDEF,right,S,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n0,Horizontal
507,507,earth,Portuguese,5,true,tip,Horizontal,NA,X_left,straight,false,true,true,true,UNDEF,right,5,E_b,false,UNDEF,below_chin,UNDEF,UNDEF,true,true,false,y4,Horizontal
508,508,egg,Portuguese,3,false,finger_fronts,Vertical,NA,UNDEF,UNDEF,true,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y2,Vertical
509,509,father,Portuguese,L,false,radial_side,NA,Head,UNDEF,UNDEF,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
510,510,feather,Portuguese,5_b,false,tip,NA,Hand,UNDEF,UNDEF,false,true,false,true,UNDEF,right,UNDEF,L_b,false,UNDEF,palm,X_right,straight,false,false,true,y4,Hand
511,511,fire,Portuguese,5,true,ulnar_side,Horizontal,NA,UNDEF,UNDEF,true,false,true,false,UNDEF,right,5,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
512,512,fish,Portuguese,E,true,palm,Horizontal,NA,UNDEF,UNDEF,true,true,false,false,UNDEF,right,E,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
513,513,flower,Portuguese,E_bnb,false,tip,NA,Head,UNDEF,UNDEF,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
514,514,full,Portuguese,E,false,back_of_palm,NA,Hand,Y_up,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Hand
515,515,good,Portuguese,A,false,ulnar_side,Horizontal,NA,Y_down,straight,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y0,Horizontal
516,516,grass,Portuguese,1_nb,false,radial_side,NA,Torso,Y_up,straight,false,true,true,true,UNDEF,right,UNDEF,5,false,UNDEF,forearm_front,X_right,straight,false,true,false,y1,Torso
517,517,green,Portuguese,A,false,tip,NA,Torso,UNDEF,UNDEF,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y0,Torso
518,518,heavy,Portuguese,5,true,back_of_palm,Horizontal,NA,Y_down,straight,true,false,false,false,UNDEF,right,5,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
519,519,how,Portuguese,B_b,false,tip,NA,Head,Z_back,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Head
520,520,husband,Portuguese,L,false,radial_side,NA,Head,UNDEF,UNDEF,true,true,false,true,UNDEF,right,UNDEF,E_nb,true,Lateral,UNDEF,X_left,straight,false,false,false,y1,Head
521,521,ice,Portuguese,1_nb,false,radial_side,NA,Head,Y_down,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
522,522,if,Portuguese,B,false,radial_side,NA,Head,X_left,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Head
523,523,kill,Portuguese,E,true,back_of_palm,Vertical,NA,X_left,UNDEF,false,false,false,false,UNDEF,right,E,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Vertical
524,524,laugh,Portuguese,S_b,false,heel,NA,Head,Y_down,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y0,Head
525,525,leaf,Portuguese,L_b,false,tip,NA,Hand,Z_front,straight,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Hand
526,526,lie,Portuguese,1,false,radial_side,NA,Head,Y_up,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Head
527,527,live,Portuguese,K,false,tip,NA,Head,Z_front,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Head
528,528,long,Portuguese,B_b,false,finger_fronts,NA,Hand,Z_front,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Hand
529,529,look_for,Portuguese,V_nb,false,radial_side,NA,Head,Z_back,straight,false,false,false,true,UNDEF,right,UNDEF,V_nb,true,Horizontal,UNDEF,Z_front,circular,false,false,false,n2,Head
530,530,man,Portuguese,L,false,radial_side,NA,Head,UNDEF,UNDEF,true,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
531,531,meat,Portuguese,1,false,tip,NA,Hand,Z_back,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Hand
532,532,moon,Portuguese,E_b,true,radial_side,NA,Head,Z_front,straight,false,true,false,false,UNDEF,right,E_b,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
533,533,mother,Portuguese,5,false,back_of_fingers,NA,Head,UNDEF,UNDEF,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
534,534,mountain,Portuguese,B,false,radial_side,NA,Hand,X_right,straight,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Hand
535,535,name,Portuguese,1,false,tip,NA,Head,Z_back,straight,false,false,false,true,UNDEF,right,UNDEF,1_b,false,Vertical,UNDEF,Z_front,straight,true,false,false,n1,Head
536,536,narrow,Portuguese,B,true,palm,Lateral,NA,Z_front,straight,false,false,false,false,UNDEF,right,E,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Lateral
537,537,new,Portuguese,L_b,true,heel,Lateral,NA,Y_up,arc,false,true,false,false,UNDEF,right,L_b,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Lateral
538,538,night,Portuguese,E,true,palm,NA,Head,Y_down,arc,false,false,false,false,UNDEF,right,E,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
539,539,not,Portuguese,1,false,finger_fronts,Vertical,NA,X_left,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Vertical
540,540,old,Portuguese,B_b,false,finger_fronts,NA,Head,Y_up,straight,false,false,false,true,UNDEF,right,UNDEF,B_b,false,UNDEF,back_of_palm,Y_up,straight,true,false,false,n4,Head
541,541,other,Portuguese,1,false,finger_fronts,Horizontal,NA,Z_front,straight,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Horizontal
542,542,person,Portuguese,1,false,tip,NA,Head,Z_back,straight,false,false,false,true,UNDEF,right,UNDEF,L_nb,false,Horizontal,UNDEF,Y_down,straight,false,false,false,n1,Head
543,543,pig,Portuguese,E_nb,false,tip,NA,Head,UNDEF,UNDEF,true,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
544,544,rain,Portuguese,5_nb,false,tip,Horizontal,NA,Y_down,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
545,545,red,Portuguese,A,false,radial_side,NA,Head,Y_down,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y0,Head
546,546,river,Portuguese,1,false,tip,NA,Head,Z_front,straight,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Head
547,547,salt,Portuguese,4_nb,false,tip,NA,Head,Z_back,straight,false,false,false,true,UNDEF,right,UNDEF,4_nb,false,Horizontal,UNDEF,UNDEF,UNDEF,false,false,true,n4,Head
548,548,sea,Portuguese,A,false,tip,NA,Head,Z_back,straight,false,false,false,true,UNDEF,right,UNDEF,S_b,false,UNDEF,radial_side,Z_front,straight,false,true,false,y0,Head
549,549,sharp,Portuguese,L,false,finger_fronts,NA,Hand,X_right,straight,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Hand
550,550,short,Portuguese,E,true,palm,Lateral,NA,X_left,straight,false,false,false,false,UNDEF,right,E,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Lateral
551,551,singing,Portuguese,E,false,tip,NA,Hand,X_left,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Hand
552,552,sister,Portuguese,1,false,radial_side,NA,Head,Y_down,straight,false,false,false,true,UNDEF,right,UNDEF,1,true,Lateral,UNDEF,X_left,straight,true,false,false,n1,Head
553,553,sit,Portuguese,V_nb,false,back_of_fingers,NA,Hand,Y_down,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Hand
554,554,smooth,Portuguese,B_b,false,finger_fronts,NA,Hand,Z_front,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Hand
555,555,snake,Portuguese,V_nb,false,radial_side,NA,Head,Z_front,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Head
556,556,snow,Portuguese,E,false,finger_fronts,NA,Head,Y_down,straight,true,false,false,true,UNDEF,right,UNDEF,5_b,true,Horizontal,UNDEF,Y_down,straight,true,true,false,y4,Head
557,557,stand,Portuguese,V,false,tip,NA,Hand,Y_down,straight,false,false,false,true,UNDEF,right,UNDEF,S,true,Horizontal,UNDEF,Y_down,straight,false,false,false,n2,Hand
558,558,star,Portuguese,L_b,true,tip,Lateral,NA,Y_up,straight,false,true,false,false,UNDEF,right,L_b,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Lateral
559,559,stone,Portuguese,1_nb,false,tip,NA,Head,UNDEF,UNDEF,true,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
560,560,string,Portuguese,1,false,radial_side,NA,Head,X_right,straight,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Head
561,561,sun,Portuguese,L_bnb,false,heel,Lateral,NA,X_left,straight,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Lateral
562,562,tail,Portuguese,E,false,radial_side,NA,Head,UNDEF,UNDEF,true,true,false,true,UNDEF,right,UNDEF,1,false,UNDEF,elbow_back,UNDEF,UNDEF,true,false,true,y4,Head
563,563,thin,Portuguese,I,false,ulnar_side,Vertical,NA,Y_down,straight,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Vertical
564,564,tree,Portuguese,E_bnb,false,radial_side,NA,Head,Z_back,straight,false,false,false,true,UNDEF,right,UNDEF,5,false,UNDEF,back_of_fingers,UNDEF,UNDEF,false,false,true,y4,Head
565,565,vomit,Portuguese,E_bnb,false,back_of_palm,NA,Head,Y_up,arc,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
566,566,warm,Portuguese,5,false,finger_fronts,NA,Head,UNDEF,UNDEF,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
567,567,water,Portuguese,A,false,tip,NA,Head,Z_back,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y0,Head
568,568,wet,Portuguese,A,false,tip,NA,Head,Z_back,straight,false,false,false,true,UNDEF,right,UNDEF,E_nb,true,Horizontal,UNDEF,UNDEF,UNDEF,true,true,false,y0,Head
569,569,what,Portuguese,1,true,heel,Horizontal,NA,UNDEF,UNDEF,true,false,true,false,UNDEF,right,1,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Horizontal
570,570,when,Portuguese,5,false,palm,Vertical,NA,UNDEF,UNDEF,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Vertical
571,571,where,Portuguese,A,false,tip,NA,Head,Z_back,straight,false,false,false,true,UNDEF,right,UNDEF,5,false,Horizontal,UNDEF,Z_front,circular,false,false,false,y0,Head
572,572,white,Portuguese,E,false,finger_fronts,NA,Head,UNDEF,UNDEF,true,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
573,573,who,Portuguese,1_nb,false,tip,NA,Head,Z_front,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
574,574,wide,Portuguese,E,true,palm,Lateral,NA,X_right,straight,false,false,false,false,UNDEF,right,E,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Lateral
575,575,wife,Portuguese,1,false,radial_side,NA,Head,Y_down,straight,false,false,false,true,UNDEF,right,UNDEF,E_nb,true,Vertical,UNDEF,Z_front,straight,false,false,false,n1,Head
576,576,wind,Portuguese,E,false,finger_fronts,NA,Head,Z_back,straight,false,false,false,true,UNDEF,right,UNDEF,E,true,Lateral,UNDEF,X_right,straight,false,false,true,y4,Head
577,577,with,Portuguese,5,true,back_of_palm,Horizontal,NA,X_left,straight,false,false,false,false,UNDEF,right,5,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
578,578,woman,Portuguese,1,false,radial_side,NA,Head,Y_down,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Head
579,579,wood,Portuguese,U,false,back_of_fingers,Vertical,NA,UNDEF,UNDEF,true,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y2,Vertical
580,580,work,Portuguese,S,false,ulnar_side,NA,Hand,Y_down,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n0,Hand
581,581,worm,Portuguese,1,false,finger_fronts,Horizontal,NA,Z_front,straight,true,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Horizontal
582,582,year,Portuguese,1,false,ulnar_side,NA,Hand,Y_up,circular,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Hand
583,583,yellow,Portuguese,L_eb,false,radial_side,Lateral,NA,Y_down,arc,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Lateral
584,584,all,Japanese,E,false,palm,Horizontal,NA,Z_front,circular,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
585,585,animal,Japanese,5_nb,true,ulnar_side,Horizontal,NA,UNDEF,UNDEF,false,false,true,false,UNDEF,right,5_nb,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
586,586,bad,Japanese,1_nb,false,radial_side,NA,Head,Y_down,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
587,587,because,Japanese,L_enb,true,ulnar_side,Vertical,NA,Z_front,straight,false,false,false,false,UNDEF,right,L_enb,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Vertical
588,588,bird,Japanese,L,false,back_of_palm,NA,Head,UNDEF,UNDEF,true,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
589,589,black,Japanese,E,false,finger_fronts,NA,Head,X_right,straight,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
590,590,blood,Japanese,I,false,heel,NA,Arm,Z_front,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Arm
591,591,boring,Japanese,M_eb,false,tip,NA,Head,Z_back,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
592,592,brother,Japanese,M,true,back_of_fingers,Vertical,NA,Y_up,straight,true,false,false,false,UNDEF,right,M,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Vertical
593,593,bug,Japanese,1,false,finger_fronts,Horizontal,NA,X_left,straight,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Horizontal
594,594,cat,Japanese,E_bnb,false,radial_side,NA,Head,UNDEF,UNDEF,true,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
595,595,child,Japanese,E,false,palm,Horizontal,NA,X_right,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
596,596,correct,Japanese,1_nb,false,tip,NA,Torso,Y_up,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Torso
597,597,count,Japanese,6,true,ulnar_side,Lateral,NA,X_right,straight,true,false,false,false,UNDEF,right,6,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n3,Lateral
598,598,dance,Japanese,V,false,tip,NA,Hand,UNDEF,UNDEF,true,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Hand
599,599,day,Japanese,B,false,radial_side,NA,Head,X_right,arc,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Head
