,X,swadesh.english,swadesh.language,swadesh.handshape,swadesh.twohands,swadesh.handpart,swadesh.poa,swadesh.bodypart,swadesh.pmv,swadesh.mmv,swadesh.mmvrepeated,swadesh.dmvhandshape,swadesh.dmvorientation,swadesh.compound,swadesh.shape,swadesh.domhand,swadesh.ndhandshape,swadesh.chandshape,swadesh.twohandsC,swadesh.poac,swadesh.bodypartc,swadesh.pmvc,swadesh.mmvc,swadesh.mmvcrepeated,swadesh.dmvchandshape,swadesh.dmvcorientation,HScollapsed,poabodypartmerge
2004,2004,full,Hongkong,5,false,palm,NA,Torso,Z_back,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Torso
2005,2005,good,Hongkong,A,false,finger_fronts,Vertical,NA,Z_front,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y0,Vertical
2006,2006,grass,Hongkong,V,true,back_of_fingers,Vertical,NA,UNDEF,UNDEF,true,true,false,false,UNDEF,right,V,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Vertical
2007,2007,green,Hongkong,V,false,finger_fronts,Vertical,NA,UNDEF,UNDEF,false,true,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Vertical
2008,2008,heavy,Hongkong,5,true,back_of_palm,Horizontal,NA,Y_down,straight,false,true,false,false,UNDEF,right,5,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
2009,2009,how,Hongkong,5,true,back_of_palm,Horizontal,NA,UNDEF,UNDEF,true,false,true,false,UNDEF,right,5,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
2010,2010,husband,Hongkong,A,true,finger_fronts,Lateral,NA,UNDEF,UNDEF,false,true,false,true,UNDEF,right,A,E,false,UNDEF,UNDEF,UNDEF,UNDEF,true,false,true,y0,Lateral
2011,2011,if,Hongkong,B,false,back_of_fingers,NA,Head,UNDEF,UNDEF,true,true,false,false,UNDEF,right,UNDEF,H,false,UNDEF,cheek,Z_back,straight,false,false,false,n4,Head
2012,2012,leaf,Hongkong,E_b,false,finger_fronts,NA,Hand,Y_up,straight,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Hand
2013,2013,lie,Hongkong,B,false,back_of_fingers,NA,Head,UNDEF,UNDEF,true,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Head
2014,2014,live,Hongkong,B,true,tip,Lateral,NA,Y_up,straight,false,false,false,false,UNDEF,right,B,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Lateral
2015,2015,long,Hongkong,1,true,finger_fronts,Lateral,NA,X_right,straight,false,false,false,false,UNDEF,right,1,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Lateral
2016,2016,look_for,Hongkong,V,false,back_of_palm,NA,Head,Y_down,circular,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Head
2017,2017,man,Hongkong,5,false,palm,NA,Head,UNDEF,UNDEF,true,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
2018,2018,moon,Hongkong,L,true,finger_fronts,Vertical,NA,Y_down,arc,false,true,true,false,UNDEF,right,L,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Vertical
2019,2019,mother,Hongkong,1,false,radial_side,NA,Head,Z_back,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Head
2020,2020,mountain,Hongkong,B_b,false,palm,Horizontal,NA,X_right,arc,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Horizontal
2021,2021,name,Hongkong,1,false,tip,NA,Hand,UNDEF,UNDEF,true,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Hand
2022,2022,narrow,Hongkong,E,true,back_of_palm,Lateral,NA,X_left,straight,false,false,false,false,UNDEF,right,E,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Lateral
2023,2023,new,Hongkong,L,false,tip,NA,Head,Z_front,straight,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
2024,2024,night,Hongkong,E,false,radial_side,NA,Head,Y_down,arc,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
2025,2025,not,Hongkong,E,false,palm,Vertical,NA,X_right,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Vertical
2026,2026,old,Hongkong,S_b,false,back_of_fingers,NA,Head,Y_down,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y0,Head
2027,2027,other,Hongkong,1,false,finger_fronts,Horizontal,NA,UNDEF,UNDEF,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Horizontal
2028,2028,pig,Hongkong,5_nb,false,tip,NA,Head,Z_back,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
2029,2029,play,Hongkong,5,true,tip,NA,Hand,Z_back,straight,true,false,true,false,UNDEF,right,5,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Hand
2030,2030,rain,Hongkong,5_nb,true,tip,Horizontal,NA,Y_down,straight,true,false,false,false,UNDEF,right,5_nb,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
2031,2031,red,Hongkong,1,false,finger_fronts,NA,Head,Y_down,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Head
2032,2032,river,Hongkong,6,false,finger_fronts,Vertical,NA,Y_down,straight,false,false,true,true,UNDEF,right,UNDEF,B,true,Horizontal,UNDEF,Z_front,straight,false,false,false,n3,Vertical
2033,2033,salt,Hongkong,5,false,palm,NA,Head,UNDEF,UNDEF,true,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
2034,2034,sea,Hongkong,5,true,palm,Horizontal,NA,X_right,arc,true,false,false,false,UNDEF,right,5,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
2035,2035,sharp,Hongkong,1,true,tip,Vertical,NA,X_left,arc,true,false,true,true,UNDEF,right,1,B,false,UNDEF,tip,Y_up,straight,false,false,false,n1,Vertical
2036,2036,short,Hongkong,1,true,finger_fronts,Lateral,NA,X_left,straight,false,false,false,false,UNDEF,right,1,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Lateral
2037,2037,singing,Hongkong,S,false,radial_side,NA,Head,X_left,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n0,Head
2038,2038,sister,Hongkong,M,false,tip,NA,Head,Z_back,straight,false,false,false,true,UNDEF,right,UNDEF,I,false,UNDEF,chin,Z_back,straight,false,false,false,n1,Head
2039,2039,sit,Hongkong,Y,false,ulnar_side,NA,Hand,Y_down,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Hand
2040,2040,snake,Hongkong,V,false,back_of_palm,NA,Head,UNDEF,UNDEF,true,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Head
2041,2041,snow,Hongkong,B_b,false,back_of_fingers,NA,Head,Z_back,straight,false,false,false,true,UNDEF,right,UNDEF,E_bnb,true,Vertical,UNDEF,Y_down,straight,false,false,true,n4,Head
2042,2042,stand,Hongkong,Y,false,tip,NA,Hand,Y_down,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Hand
2043,2043,star,Hongkong,L_enb,true,ulnar_side,Vertical,NA,Y_down,circular,true,false,false,false,UNDEF,right,L_enb,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Vertical
2044,2044,stone,Hongkong,V,false,radial_side,NA,Head,Z_back,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Head
2045,2045,sun,Hongkong,E_bnb,false,tip,NA,Head,Z_back,straight,true,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
2046,2046,thin,Hongkong,E,false,finger_fronts,NA,Head,Y_down,straight,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
2047,2047,tree,Hongkong,L,true,radial_side,Lateral,NA,Y_up,straight,false,false,true,false,UNDEF,right,L,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Lateral
2048,2048,vomit,Hongkong,E_nb,false,palm,NA,Head,Z_front,arc,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
2049,2049,warm,Hongkong,E,true,finger_fronts,NA,Hand,UNDEF,UNDEF,true,false,true,false,UNDEF,right,E,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Hand
2050,2050,water,Hongkong,6,false,finger_fronts,Vertical,NA,Y_down,straight,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n3,Vertical
2051,2051,wet,Hongkong,5_b,false,finger_fronts,Vertical,NA,X_right,straight,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Vertical
2052,2052,what,Hongkong,1,false,finger_fronts,Vertical,NA,UNDEF,UNDEF,true,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Vertical
2053,2053,where,Hongkong,L_enb,false,radial_side,NA,Hand,Y_down,straight,false,false,false,true,UNDEF,right,UNDEF,1,false,Vertical,UNDEF,UNDEF,UNDEF,true,false,true,y1,Hand
2054,2054,white,Hongkong,E_bnb,false,heel,Vertical,NA,UNDEF,UNDEF,true,true,false,false,UNDEF,right,UNDEF,E_bnb,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Vertical
2055,2055,who,Hongkong,1,false,finger_fronts,NA,Head,Y_down,arc,false,false,false,true,UNDEF,right,UNDEF,1,false,Vertical,UNDEF,UNDEF,UNDEF,true,false,true,n1,Head
2056,2056,wide,Hongkong,S,true,ulnar_side,Vertical,NA,X_right,straight,false,false,false,false,UNDEF,right,S,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n0,Vertical
2057,2057,wife,Hongkong,A,true,finger_fronts,Lateral,NA,UNDEF,UNDEF,false,true,false,true,UNDEF,right,A,L_b,false,UNDEF,UNDEF,Z_back,straight,false,false,false,y0,Lateral
2058,2058,wind,Hongkong,B,false,palm,Lateral,NA,X_left,circular,true,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Lateral
2059,2059,woman,Hongkong,1_nb,false,radial_side,NA,Head,Z_back,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
2060,2060,wood,Hongkong,1,false,finger_fronts,NA,Hand,X_right,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Hand
2061,2061,work,Hongkong,S,false,ulnar_side,NA,Hand,Y_down,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n0,Hand
2062,2062,year,Hongkong,5,false,palm,NA,Hand,Y_down,arc,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Hand
2063,2063,yellow,Hongkong,5_nb,false,back_of_palm,Horizontal,NA,UNDEF,UNDEF,true,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
2064,2064,all,Taiwan,5,true,tip,Lateral,NA,Y_down,arc,false,false,true,false,UNDEF,right,5,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Lateral
2065,2065,animal,Taiwan,S,true,ulnar_side,Horizontal,NA,Z_front,circular,false,false,false,true,UNDEF,right,S,L,false,Horizontal,UNDEF,X_right,straight,false,true,false,n0,Horizontal
2066,2066,bad,Taiwan,S,false,heel,NA,Head,X_left,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n0,Head
2067,2067,because,Taiwan,L_enb,true,finger_fronts,Horizontal,NA,Y_down,straight,false,false,false,false,UNDEF,right,L_enb,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Horizontal
2068,2068,bird,Taiwan,L,true,back_of_palm,NA,Head,UNDEF,UNDEF,true,true,false,false,UNDEF,right,E,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
2069,2069,black,Taiwan,E,false,palm,NA,Head,Y_down,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
2070,2070,blood,Taiwan,A,false,back_of_fingers,NA,Hand,Y_down,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y0,Hand
2071,2071,boring,Taiwan,5,false,palm,NA,Torso,Y_down,straight,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Torso
2072,2072,bug,Taiwan,I,false,ulnar_side,Horizontal,NA,X_left,straight,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Horizontal
2073,2073,cat,Taiwan,L_enb,true,radial_side,NA,Head,Y_down,circular,true,false,false,false,UNDEF,right,L_enb,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
2074,2074,child,Taiwan,5,true,palm,Vertical,NA,UNDEF,UNDEF,true,false,true,false,UNDEF,right,5,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Vertical
2075,2075,correct,Taiwan,1,false,finger_fronts,NA,Hand,Y_down,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Hand
2076,2076,count,Taiwan,E,false,tip,NA,Hand,UNDEF,UNDEF,true,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Hand
2077,2077,dance,Taiwan,5_b,true,back_of_palm,Vertical,NA,UNDEF,UNDEF,true,false,true,false,UNDEF,right,5_b,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Vertical
2078,2078,day,Taiwan,1,false,radial_side,NA,Head,Z_back,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Head
2079,2079,die,Taiwan,5,false,heel,NA,Hand,UNDEF,UNDEF,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Hand
2080,2080,dirty,Taiwan,1,false,finger_fronts,NA,Head,Y_up,straight,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Head
2081,2081,dog,Taiwan,E,true,back_of_palm,NA,Head,UNDEF,UNDEF,true,true,false,false,UNDEF,right,E,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
2082,2082,dry,Taiwan,E,false,finger_fronts,NA,Hand,Y_down,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Hand
2083,2083,earth,Taiwan,E_b,true,tip,Lateral,NA,UNDEF,UNDEF,false,true,false,false,UNDEF,right,E_b,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Lateral
2084,2084,egg,Taiwan,E_b,true,tip,Lateral,NA,UNDEF,UNDEF,true,false,true,false,UNDEF,right,E_b,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Lateral
2085,2085,father,Taiwan,L,false,tip,NA,Head,Z_front,straight,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
2086,2086,fire,Taiwan,5,true,back_of_palm,Horizontal,NA,Y_up,circular,true,false,false,false,UNDEF,right,5,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
2087,2087,fish,Taiwan,E,false,ulnar_side,Horizontal,NA,X_left,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
2088,2088,flower,Taiwan,E_bnb,false,back_of_palm,Horizontal,NA,Y_up,straight,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
2089,2089,full,Taiwan,E,false,palm,NA,Hand,X_right,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Hand
2090,2090,good,Taiwan,S,false,radial_side,NA,Head,Z_back,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n0,Head
2091,2091,grass,Taiwan,5_b,false,back_of_fingers,Vertical,NA,X_right,straight,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Vertical
2092,2092,green,Taiwan,1,false,tip,NA,Head,UNDEF,UNDEF,true,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Head
2093,2093,heavy,Taiwan,E,true,back_of_palm,Horizontal,NA,Y_down,straight,false,true,false,false,UNDEF,right,E,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
2094,2094,how,Taiwan,1,false,finger_fronts,Vertical,NA,UNDEF,UNDEF,true,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Vertical
2095,2095,husband,Taiwan,I,true,ulnar_side,Lateral,NA,X_left,straight,false,false,false,true,UNDEF,right,A,A,false,Lateral,UNDEF,X_left,UNDEF,false,false,false,n1,Lateral
2096,2096,ice,Taiwan,1,false,radial_side,NA,Head,X_left,straight,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Head
2097,2097,if,Taiwan,B_b,false,tip,NA,Head,Y_down,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Head
2098,2098,kill,Taiwan,E,false,ulnar_side,NA,Hand,Z_front,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Hand
2099,2099,laugh,Taiwan,L,false,finger_fronts,NA,Head,Z_back,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
2100,2100,leaf,Taiwan,1,false,ulnar_side,NA,Hand,UNDEF,UNDEF,true,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Hand
2101,2101,lie,Taiwan,1_nb,false,tip,NA,Head,UNDEF,UNDEF,true,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
2102,2102,live,Taiwan,S,true,heel,NA,Head,Z_back,straight,false,false,false,false,UNDEF,right,E,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n0,Head
2103,2103,long,Taiwan,L_b,true,tip,Lateral,NA,X_right,straight,false,false,false,false,UNDEF,right,L_b,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Lateral
2104,2104,look_for,Taiwan,L_enb,false,radial_side,NA,Head,Y_down,circular,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
2105,2105,man,Taiwan,A,false,heel,Lateral,NA,X_left,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y0,Lateral
2106,2106,meat,Taiwan,L_eb,false,tip,NA,Hand,Y_down,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Hand
2107,2107,moon,Taiwan,L_b,false,tip,Vertical,NA,Y_down,straight,false,true,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Vertical
2108,2108,mother,Taiwan,X,false,finger_fronts,NA,Head,Z_back,straight,false,false,false,true,UNDEF,right,UNDEF,I,false,UNDEF,cheek,Z_front,UNDEF,false,false,false,n2,Head
2109,2109,mountain,Taiwan,E,false,palm,Horizontal,NA,X_right,straight,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
2110,2110,name,Taiwan,A,false,finger_fronts,NA,Hand,X_left,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y0,Hand
2111,2111,narrow,Taiwan,E,true,back_of_palm,Lateral,NA,X_left,straight,false,false,false,false,UNDEF,right,E,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Lateral
2112,2112,new,Taiwan,E_bnb,false,back_of_palm,Vertical,NA,Y_down,arc,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Vertical
2113,2113,night,Taiwan,E,true,palm,Vertical,NA,Y_down,arc,false,false,true,false,UNDEF,right,E,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Vertical
2114,2114,not,Taiwan,5,false,palm,Vertical,NA,X_right,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Vertical
2115,2115,old,Taiwan,5,false,palm,NA,Head,Y_down,arc,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
2116,2116,other,Taiwan,B,false,back_of_fingers,NA,Hand,X_right,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Hand
2117,2117,pig,Taiwan,Y,false,heel,NA,Head,Z_back,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
2118,2118,play,Taiwan,1,true,ulnar_side,Vertical,NA,UNDEF,UNDEF,true,false,true,false,UNDEF,right,1,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Vertical
2119,2119,rain,Taiwan,5_b,true,tip,Horizontal,NA,Y_down,straight,true,false,false,false,UNDEF,right,5_b,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
2120,2120,red,Taiwan,1,false,tip,NA,Head,Y_down,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Head
2121,2121,river,Taiwan,E,false,ulnar_side,NA,Arm,X_right,straight,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Arm
2122,2122,salt,Taiwan,Y_b,false,tip,NA,Head,Z_back,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
2123,2123,sea,Taiwan,Y_b,false,tip,NA,Head,Z_back,straight,false,false,false,true,UNDEF,right,UNDEF,5,false,Horizontal,UNDEF,X_right,straight,false,false,true,y1,Head
2124,2124,short,Taiwan,1_nb,true,tip,Lateral,NA,X_left,straight,false,false,false,false,UNDEF,right,1_nb,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Lateral
2125,2125,singing,Taiwan,5_nb,false,back_of_palm,NA,Head,X_right,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
2126,2126,sit,Taiwan,V_nb,false,finger_fronts,NA,Hand,Y_down,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Hand
2127,2127,snake,Taiwan,H,false,back_of_palm,NA,Head,Z_front,straight,true,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Head
2128,2128,snow,Taiwan,5,true,back_of_palm,Vertical,NA,Y_down,straight,false,true,false,false,UNDEF,right,5,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Vertical
2129,2129,stand,Taiwan,H,false,tip,NA,Hand,Y_down,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Hand
2130,2130,star,Taiwan,E_bnb,true,tip,Horizontal,NA,X_left,straight,false,true,false,false,UNDEF,right,E_bnb,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
2131,2131,stone,Taiwan,E_nb,false,heel,NA,Head,Z_back,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
2132,2132,sun,Taiwan,E_bnb,false,tip,NA,Head,UNDEF,UNDEF,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
